1228652,2.3696
1188828,2.0687
754837,2.436
1094112,4.2198
776414,1.0343
761138,1.1865
764367,1.5134
783911,1.1742
667360,3.5887
849678,3.6288
850788,1.2293
554659,4.6234
755836,1.8602
759883,2.9652
674947,1.6661
634755,4.4961
779445,2.1551
761271,2.0956
24230,4.4845
985586,1.8815
1194448,2.1503
759825,2.5742
643043,3.1071
23909,5.2019
1974948,1.626
1244907,4.4843
1182525,2.5874
756133,2.0456
671913,1.0886
753457,1.4098
776229,1.0034
1176736,2.8823
775786,2.029
1226809,1.8626
758397,1.6847
1220422,3.0152
1273773,1.6474
555596,3.1497
753701,1.1776
1191626,1.4086
1178290,2.0168
561259,5.0991
1299574,1.3217
755314,1.9012
1245039,1.9229
774616,3.3608
764685,2.0132
654305,2.4172
560249,5.0286
765692,2.117
7596,1.5556
754153,4.3086
1224979,3.9773
1279363,1.4748
1280876,2.2758
555218,4.1652
1200718,2.6236
1199341,2.1709
1342745,1.7568
735131,3.5417
28092,1.0827
734082,2.4191
1105711,2.0818
1178395,1.6344
754794,2.1692
760346,2.5456
1101223,2.5574
776314,1.6107
10547,1.4283
20878,2.1565
989189,1.6021
554432,2.0016
542789,2.1601
10219,4.9476
759276,1.7329
643069,4.3237
780496,1.1966
756060,1.3022
557792,3.2117
753724,3.6106
779837,2.0789
30005,1.5308
24565,4.8576
558226,5.4567
761107,5.0012
556341,1.393
642725,5.3295
760355,1.3264
758661,2.5003
1225896,3.6389
6625,1.3631
28260,1.1204
1095223,2.1241
28407,2.732
38194,5.6328
755323,5.1673
989195,3.6069
755887,2.4295
29254,3.6584
2218134,1.0806
1206410,2.3084
759688,1.8332
28626,1.5229
753281,1.941
1221346,3.8236
1198552,2.6784
697263,4.1762
1224934,1.0889
1077107,1.2712
703459,5.5287
759613,1.8555
572131,1.4808
541654,1.0117
540828,1.9133
1216404,1.804
29327,4.5207
549058,1.81
648833,1.815
887367,1.3841
753525,3.2113
19009,2.3009
1008228,4.4429
605047,2.6879
1197790,5.8054
753743,1.8143
1217635,3.588
765345,3.4189
776389,1.6066
636959,1.3475
1211598,2.3907
1178251,1.2588
778194,2.4302
17004,1.9526
753822,2.0543
765342,3.1729
707727,3.9224
7487,2.7678
776363,1.553
624218,2.6121
849331,1.0338
1198494,2.7322
1195873,2.7904
1198246,1.0591
675093,2.0868
27277,4.4681
1196083,4.2733
755914,1.6445
983603,1.1517
757336,2.0236
764274,3.4012
1194579,2.8706
753753,1.5139
768372,2.5399
1019516,1.1839
1346,1.8564
558934,1.0025
752495,1.4915
753120,3.1229
36862,1.6191
753290,1.7313
1190216,4.6665
1225916,4.5353
1020592,2.1827
1193927,1.9705
675993,1.6587
1224276,2.7902
27985,5.0892
761162,2.4174
755184,1.6797
41473,3.1081
753594,2.8878
1223463,4.6896
24308,5.6642
1245143,1.8773
1212551,2.0661
642662,4.0428
559594,1.5985
753656,2.9619
625819,4.3128
23321,4.5589
8666,1.4719
754919,2.8054
23563,5.5652
989196,1.8554
1232363,1.5277
728273,3.0091
662619,1.434
807238,1.0227
1120754,4.9692
634979,3.573
754705,1.7812
1311086,1.3677
1568829,2.6285
6164,2.2746
30993,3.2887
23079,5.5626
759562,1.4859
22938,2.6029
1368182,2.0838
780857,1.3292
1180312,3.0614
4644,4.4107
643579,4.6548
752830,1.9963
754003,4.8905
17337,3.7404
861691,1.2973
554370,2.6537
1247828,5.2551
1245305,2.4878
24043,5.4391
1293011,1.7051
2225285,1.0643
1018030,2.4583
1182745,2.4838
1202629,3.6288
776239,1.4136
23025,4.0688
16915,3.34
24066,4.9798
1245045,2.8658
759880,1.3563
17244,2.1081
1245192,1.3299
1228951,1.7596
622785,1.5851
761152,2.5804
1179213,3.5886
768368,1.2568
662720,3.7852
759242,3.3473
2605,3.6301
1219568,4.5721
28257,5.2887
759822,1.523
1224,1.1867
1189092,1.1364
779739,2.1027
27367,4.0833
752418,1.7862
753712,3.4078
756220,1.293
1197812,1.8557
9194,1.2865
760197,1.479
1208371,1.4672
648193,3.8454
778369,1.3287
752992,1.1938
560144,1.6301
990436,2.6315
625377,3.4135
753762,2.3076
1265,4.4292
1280834,1.6619
1245009,2.723
561001,2.1589
779300,2.0222
754879,1.4903
24007,3.3099
1197012,4.9259
672266,4.0702
645279,1.4309
775787,1.6198
755368,1.5175
759818,4.2142
754609,1.5188
560581,5.5732
766966,3.1554
601902,3.2463
760816,2.1558
755573,1.6506
1192189,4.0527
755505,3.7383
36066,5.0722
551835,3.0441
764448,1.3093
696308,4.0448
753879,2.3612
1193024,2.4188
976118,1.4435
643643,4.8714
551826,1.2501
1245276,1.7648
1009819,2.7426
727776,1.3722
1193648,1.7941
1206230,1.2017
1567687,1.3813
1191261,1.9133
625374,3.8792
753704,4.5519
760019,1.7492
1214619,1.3525
989190,3.3454
777269,1.4645
1195722,4.6703
756260,2.9996
6166,1.6416
725216,1.7956
23326,5.2239
7609,3.3084
972831,3.6574
753963,1.2153
754969,4.3478
642810,3.1825
680008,4.1073
7139,3.3297
753094,2.8295
560835,1.4218
755413,1.0889
626690,1.5129
562090,2.3871
1218554,5.0529
19422,1.8185
554265,3.0288
775943,1.7232
647102,3.2687
1223461,1.9771
699552,2.8031
756654,2.7582
760196,2.3223
1245298,1.7226
1191113,4.8445
753727,2.5815
1178324,2.5709
765687,1.2552
753448,3.2175
1960,4.8986
849377,3.9984
1178491,2.3766
559932,4.2121
1195824,2.8379
778107,1.1081
1289220,2.0445
752550,1.9121
706528,1.4119
756639,3.6859
707811,5.4664
559739,2.7001
780234,2.0431
753742,1.3434
753252,1.2659
673798,1.0264
1212662,2.6954
557464,2.4435
776273,1.6695
779863,2.057
753309,3.7885
530033,2.4459
5813,2.2458
22974,1.4552
765498,2.0298
1198076,1.0209
850876,2.9217
781049,1.293
17888,5.4252
540995,3.9847
28240,4.9077
1181087,4.3309
776474,3.0568
23050,3.0355
757111,2.5195
777541,1.632
29590,1.9108
556056,1.8415
1197543,3.6775
572284,2.2
780274,1.979
4497,4.9248
552120,4.2707
1104046,2.0437
754151,2.7884
28164,1.0411
753661,2.8677
1195358,2.8658
696630,1.3385
2015815,4.4933
1191935,2.731
1209552,1.3559
753455,1.4727
753673,2.4354
1203167,2.4479
556437,1.1242
23395,1.5862
764845,1.5865
6015,5.2544
776440,1.6154
973981,4.3956
22937,2.2131
30184,1.986
1103118,1.0794
554568,5.3104
1342,2.0906
776213,2.0318
763022,1.4923
760282,3.1186
1214273,1.5707
1178337,1.4096
28545,2.2543
1204164,4.2797
722501,1.8407
1200476,3.0284
1208502,2.3133
752974,2.2133
760502,5.3072
754215,1.7613
23528,2.4544
1178187,2.4934
626534,3.8407
760930,1.8117
558681,5.4542
760299,1.13
1202931,3.8365
780232,2.0775
557360,4.5369
775902,1.2936
1214250,2.2087
778861,1.1189
40143,4.8774
776315,1.6815
1178228,1.4842
705009,2.6876
634812,5.3276
552488,1.5381
752612,2.0167
505727,1.98
3637,4.9203
555482,5.8343
752815,1.5192
731701,1.1785
4187,2.6165
777299,3.6437
1237705,1.2948
560851,4.9513
775863,1.6523
33690,1.6238
1211072,3.281
754023,2.0535
1203221,2.4777
760228,1.9941
8869,2.5564
1178160,4.5018
735476,1.3419
982366,2.5126
1178361,5.1946
755189,1.0884
758560,1.6772
758829,4.2124
753603,1.0222
1213458,1.8829
684782,1.6313
625521,4.5929
1215048,4.4482
5127,1.4376
1245224,2.736
779974,2.1572
559377,3.637
775802,1.4943
554228,2.9918
17921,4.5147
1198449,1.6383
761177,2.7895
759841,1.2026
758857,1.0812
761133,2.2655
616455,2.2976
755341,1.6254
1574300,1.8488
2225583,3.046
753858,3.8974
1199259,2.6125
29966,3.1441
677613,1.835
1213922,1.6924
727579,2.4158
1181437,1.8861
1216106,3.5401
625927,4.5812
698479,4.8825
1195159,2.8314
27754,2.3332
760358,1.2932
775843,1.6504
776537,1.3253
765761,2.8048
2352,1.8736
18129,2.5848
755912,1.6065
752958,1.5002
753097,1.3483
861557,1.0928
850757,1.5957
850936,3.9991
995219,5.4072
1181119,2.0222
753721,3.3747
860940,1.5942
2226888,2.2573
41092,3.8249
1648259,1.3457
1104614,1.9172
769287,1.9835
754282,2.9393
1105769,4.274
1578408,2.221
726297,1.1344
779353,2.9877
754645,2.3001
1191507,1.2002
759080,1.2588
559493,2.6085
1225708,1.7451
1178229,1.0415
1204986,2.7203
1206495,2.3741
643666,4.7646
1198997,3.8048
561533,3.3227
28171,1.0284
556859,1.3043
642817,3.6423
560633,3.7793
1202709,3.6502
776362,1.5773
555202,5.0324
1224717,1.9623
23801,1.8583
540540,1.749
779753,1.3347
760313,1.9617
1205877,1.3911
23072,2.2251
727215,1.0399
1204268,1.8064
735545,2.1756
643708,3.6278
1147533,3.2025
7911,1.243
989178,4.3334
557931,2.7058
761096,2.3176
1217426,2.3951
775823,1.6481
764752,1.563
1119338,1.6212
753922,1.5052
643036,4.2077
754526,4.4383
562403,3.7471
4400,5.1798
760178,2.8355
697085,5.2923
772290,1.0899
2948,4.1974
1216625,2.055
780763,1.2916
24589,3.5348
560711,1.85
683684,1.0183
756077,2.876
1178247,2.0878
1227863,2.8745
27842,1.6129
1227802,1.8579
780169,1.0451
769384,4.9368
1206128,1.9719
677482,2.0952
1224684,1.1553
776214,2.0381
758875,1.2153
779551,3.3563
8111,4.205
669388,1.3044
754752,1.5094
773547,2.7438
775287,1.1967
1178210,1.2815
546011,1.2015
753339,1.6238
634062,2.49
765768,1.4698
667281,3.2802
17085,5.3336
1147624,2.3915
27815,2.4018
561523,2.1768
761004,2.0411
1189731,3.0889
760792,1.0644
27511,3.8125
775153,3.0904
546279,3.236
754361,1.9174
778466,1.1112
556762,4.9587
777723,1.8997
752880,1.4952
752593,1.382
626778,3.3134
1173724,2.1724
756361,1.9571
779064,2.7741
36033,5.1637
1101227,1.7715
1205421,3.3005
572332,3.8868
626506,2.7884
1229049,3.1609
754031,3.6348
556500,1.6207
1195326,4.8222
