1245079,4.3211
530033,2.4459
1342,2.0906
1245192,1.3299
1245276,1.7648
1245298,1.7226
18177,1.0685
1178531,2.2831
1228652,2.3696
1244907,4.4843
7487,2.7678
1346,1.8564
1244963,4.7618
758933,2.3536
1245311,1.4539
776658,2.0868
1244871,1.6784
1228685,2.2645
1079707,2.0869
1244919,4.4524
18090,1.0819
1245060,4.2425
1008500,2.3602
1078191,1.783
545512,3.12
1178514,2.1422
7374,1.3863
1006878,2.2941
3098,1.8148
557993,1.1596
996968,1.6897
756521,1.6083
1048264,2.0118
775763,2.8885
1245111,3.5496
684990,3.1115
1245081,3.4702
2254,4.8274
1244887,4.0034
1245211,3.7796
754401,4.2347
1244878,3.4995
2637304,1.4377
1259818,1.3608
755175,5.4924
1244940,3.7617
23080,1.586
1178549,1.569
1178547,1.7659
1254277,1.3295
754812,4.2055
1245237,3.928
1183152,3.3847
1245234,3.1107
558637,1.6662
1183134,1.1346
8110,5.8392
759943,4.0698
9793,1.5233
32570,4.1416
752826,4.0173
1340379,2.0322
1251690,1.1578
1105631,1.4491
754157,2.162
1244954,3.5224
1245279,3.4984
1194715,3.6206
1244928,3.1896
1143,5.8537
11107,3.5226
1183053,2.8959
19138,1.4692
559257,1.4211
1244909,3.8764
13863,3.5519
752689,2.4777
1245080,3.6482
1244981,2.0628
1178577,2.1792
1245043,3.2353
776076,4.6215
755066,4.1765
1178576,2.5603
561489,1.1676
684713,3.2219
998552,3.5394
2998,1.6663
776084,4.542
1245323,1.7057
779511,3.3403
5663,2.299
556021,3.1676
1264966,1.3458
3748,1.7978
1045925,1.6933
1227007,1.5973
1046321,1.6416
4236,2.2724
1245251,3.2641
4784,1.2953
5431,2.7149
1244918,3.4321
1247846,3.6167
776490,5.4415
1188267,2.5814
505145,1.525
561086,4.708
997022,2.3783
20210,1.3818
1227311,2.5672
1003402,2.1657
7041,2.125
1096824,1.0623
756930,2.8163
14105,2.197
1004037,1.8198
18943,2.0426
1281832,1.0264
9631,1.4091
734251,1.0972
27356,3.3759
1046302,1.0003
1182269,3.237
1003322,1.7861
753619,2.2539
550433,2.806
996970,1.2491
1096838,1.7273
756018,3.1592
1018097,2.1198
559803,1.2099
556118,2.1809
755391,1.5152
1394584,1.0567
3915,2.2727
1079680,1.806
996969,1.4247
726415,3.6022
1105,2.2352
985587,4.8041
1196483,2.5398
1245104,3.2726
1245262,4.0581
1244874,3.626
37036,1.6863
1247896,3.1919
1199857,1.2781
1048244,2.5069
1046324,1.1342
754501,1.2435
1182923,4.5868
1245056,3.8619
1244947,4.084
1183115,4.1024
1244992,2.9973
754624,5.6671
1345463,1.8029
1245173,3.8149
1245254,3.4308
1244982,3.8673
1245024,3.9081
1183524,2.0782
1019544,3.1163
1178550,2.277
1245052,3.7275
1244994,3.7363
1244937,3.7138
4853,3.5088
1245191,3.6453
18068,1.6273
1245057,4.2258
1245036,3.4177
782035,5.0606
1374707,1.2462
776154,2.1089
551918,2.9779
504545,1.5072
755483,4.0029
2646975,2.3217
1244970,3.3243
1245065,3.1609
752395,1.9318
1245025,4.1254
1245063,3.8597
684591,3.3433
1373731,1.4177
775974,1.762
1245196,3.2057
1582,4.0339
1245023,3.4326
1245037,3.5907
1248251,1.6792
684677,3.9763
1244997,3.4465
1247839,1.3846
7048,4.4553
756686,2.6071
1247899,3.5091
1244930,3.8784
685036,3.2994
1106211,3.0503
1581,3.6306
1244892,3.6741
765647,1.1677
1244898,3.6405
1245270,4.4806
2184,4.0234
1228448,2.286
1245055,3.9786
1244967,3.9432
642363,4.2487
776475,5.2156
32591,3.0752
866101,2.0031
21216,1.6518
3187,2.2207
1247914,3.9999
756084,1.4795
755829,3.4785
19267,1.7073
1244868,3.5103
3316,2.2112
1105118,3.4494
1261047,3.9107
558125,2.0811
1938,5.3132
1197128,2.4549
1147526,1.1949
770887,2.1141
1227475,3.6851
16934,4.4355
674336,2.2747
637188,1.9382
1245265,3.3393
6660,3.6487
1189365,3.6287
754531,4.37
2352722,4.8435
1245183,3.4985
772187,3.1117
1195383,3.3787
1245008,3.8463
559186,3.5528
36447,3.0024
1227657,2.908
17143,2.8146
753912,2.8674
559276,3.0805
559390,4.1903
21892,3.9425
1229241,2.0259
1047736,1.0792
19154,1.3402
1192583,2.5713
752730,4.0976
1048853,1.6461
1041690,2.4907
17412,3.0759
36194,1.881
541006,3.5439
560821,4.4276
36465,2.9315
1390509,2.2584
2892,3.0973
504539,3.9013
558636,4.9805
752656,3.1295
17612,4.6319
3828,3.9448
1228209,4.081
1191752,2.4102
1347357,1.5892
1332850,1.1909
1363159,1.4426
17363,3.2256
676278,4.053
1392273,1.003
675724,2.1729
540659,4.5224
1300570,4.5873
565970,4.7587
542837,3.4079
19318,1.8731
754599,3.2297
541137,2.2386
779453,1.6482
578629,1.0906
17960,3.1846
557862,1.3289
7849,4.2634
1236499,1.0726
1096879,1.0626
1046875,1.7876
770566,1.8397
757722,2.8891
556807,2.083
558751,2.4507
676861,1.6178
27957,2.3295
1406903,1.418
770953,1.8642
768285,3.9903
752442,3.0171
780263,3.7979
779880,3.238
4202,4.0969
34782,2.5346
3277,4.2615
19048,4.8822
1194284,3.5607
541281,3.7355
1192378,3.4947
1228360,1.1108
8335,2.9788
558611,1.9016
1079882,2.1745
1078915,2.11
1280463,3.5218
34234,3.0795
1047341,1.1443
9297,1.4498
1227061,3.1802
680226,3.2031
1331592,1.0166
755558,3.7033
1190622,2.9675
674334,4.2052
1040810,2.2576
3564,3.8718
2379939,4.7352
4180,4.6781
18827,2.8012
1405146,1.7361
1042046,2.3071
554529,4.2635
14600,4.3909
1227462,2.2019
754739,3.9112
28537,2.8462
1380123,1.68
1048922,1.6522
676950,2.7475
3397,4.144
561050,4.3673
1041104,1.1344
556601,2.8773
1364572,1.1127
558310,4.3896
561305,3.5871
1041330,1.3556
776575,4.0104
1096860,1.6073
561426,1.8319
1041144,1.0621
550751,4.4231
780397,1.8761
752684,2.8879
1227092,2.4483
863374,2.2615
36866,2.676
3359,2.4422
776559,2.6893
7367,3.1337
561068,2.8719
541280,3.9478
18571,2.9695
5730,4.7852
1182867,2.9803
531917,2.7095
1228007,3.9754
530459,3.075
20098,1.2232
754967,2.1894
1229097,1.4767
558137,2.7567
532317,3.2249
504466,2.0439
530137,3.0421
18258,3.2062
1344354,1.4524
1214389,2.0029
1213999,2.0128
1024043,3.904
1214471,1.4123
1041489,1.2355
984729,2.5199
1227367,1.5432
754363,3.437
776431,1.7039
1327938,1.7245
1044682,1.593
1227338,4.2643
1350272,1.8102
558159,2.8033
1253097,2.545
9784,3.5436
1047270,1.9032
510134,1.5393
19750,2.043
18763,1.9985
9515,5.3899
28403,2.9569
753413,3.8041
4934,4.9928
756637,2.5962
768345,3.6927
22430,3.3847
6501,3.0589
19325,2.3003
1106089,1.4145
1096865,2.8114
18746,1.3643
